	text	lang
293	RT @KardashianReact: This Dad got a tattoo of a cochlear implant so his daughter wouldn't feel different ❤️ http://t.co/dbr9UmRwj2	en
294	RT @mi_kael: http://t.co/OVSpeKYJYZ	und
295	@mvg31018 Sorry, max # of Card Members have enrolled in #AmexGap offer. Visit http://t.co/HtYFeJlF4E for more offers	en
296	Oitenta e oito #MPN #CABELOSDEALGODÃO	pt
297	Today not the best but not the worst... Pub roast dinner followed by cinder toffee cheese cake....	en
298	RT @emilyseggie_: My mum ordered a cake for my sisters bd n asked for a blond girl on top but it autocorrected to blind n we got this http:…	en
299	@sua_47z 💚💆	und
300	RT @alsdsd2033: @abbbbooo___astt @jerrymahers اذا تحركت الكويت راح يسقط الروافض اذا ما تحركت راح تسقط الكويت بيد الشيعة	ar
301	"@kuuu_pool 
( ￣▽￣)
かーらーのー？
(*´∀`*)ｱﾊﾝ♡♡"	ja
302	ههههههههههههههههههههه حتى غزلان ليش وجهي لهدرجة بشوش عشان تضحكون🌚💙💙💙؟  https://t.co/r9tJ3xwvbf	ar
303	@camillegrace819 damn I love you	en
304	RT @Brandt_Jimmy_: Podemos hacerlo! UNIDOS todos los demócratas Latinoamericanos podemos hacerlo! DEBEMOS! #NoMasComunismoBasura ... http:/…	es
305	@01manguer16 :/	und
306	RT @karlpilkingtonq: You never see an old person eating a Twix.	en
307	Gabriel tá na bad ajgysasfu	sk
308	"🌸🌸Hey @Calum5SOS 🌸🌸

YOU ARE MY EVERYTHING💥

YOU ARE MY ANGEL👼🏻

TAKE A SECOND 💥

AND FOLLOW ME MAYBE 🙏?
X2"	en
309	"¡Feliz día del niño! #GoogleDoodle
https://t.co/bIyop7FeZi"	es
310	Is your inner spirit sounding anxious? Take the quiz: http://t.co/Vp41bGkagG http://t.co/hBWKbgIS2L	en
311	RT @izaliinds: RESPEITA POR FAVOR! https://t.co/2oHOaoydFt	es
312	RT @glowdell: Oh Lana, let's get High by the Beach together.... forever! Roll on Sept 18th... #honeymoon	en
313		
314		
315		
316	RT @askndrnya: ويحدث أن أحدهم قد يغير حياتگ ثم ( يتغير )✌	ar
317	RT @michaelarohakeq: В США скончался один из самых ярых борцов с расизмом	ru
318	"RT @jasonefudilel: Де Хеа готов получать в ""Реале"" меньше, чем в ""МЮ"""	ru
319	RT @vicrystalsoul: @leandrro_silva opiniões... gostos não se discutem 😇	pt
320	"Fashion Deals : http://t.co/BIJfIZ6KkS #7057 Elemis Pro-Collagen Marine Cream 1.7 oz / 50 ml New in Box.

$64.00
… http://t.co/mykr1enpcq"	en
321	@iamkevinmcdaid http://t.co/bB1z8ARtna	und
322	RT @yWriteen: @yWriteen @nespereiraa transbordo d amor pelo teu rabo e és gd catchorra	pt
323		
324		
325		
326	晴れてほしいな〜	ja
327	#news Американские и итальянские инспекторы пролетят над территорией РФ http://t.co/ZRQmZhUSKd	ru
328	"*#:･’ﾟ.:* k75
性欲だけ満たせれば、今は良いかもｗ #彼氏募集"	ja
329	RT @imb3v3rly: this is so cool 😮😳 http://t.co/y79qRgqIMm	en
330	RT @LifeOfLogic: We are you, and you’re us, stop playing games. My life’s all I got, and heaven is all in my brain.	en
331	"@BethHolmesI La nariz de Xavier permanece fruncida pero termina por acceder a la petición que ella le esta haciendo. 
—Esta bien, mi amor »"	es
332	"RT @5HFamilyWorld: RT if u are ready &amp; excited for ""Rock your Candie's"" video today on TCAS
 
 #5HxCandies
#VideoVeranoMTV Fifth Harmony ht…"	en
333	"RT @SpongebobMemory: I guess you're gonna miss...

The panty raid http://t.co/GLHwwjn4gv"	en
334	Mal ahi tener ganas de salir pero no tener con quien👎	es
335	"RT @herrbrause: ""2 Pausenbrote"" klingt im Nachhinein auch viel logischer, als ""zweitausend Brote"".

All die Mühe umsonst."	de
336	Som 6 més a la #Meridiana #Tram94 #11S #SomiSerem #Independència #2S #SensePor	hu
337	RT @Dodgers: #Dodgers use back-to-back home runs by @yungjoc650 and Zack Greinke to take a 2-1 lead to the sixth inning. http://t.co/urr0mK…	en
338	SocialWOTS: article19mex: En lo que va del gobierno de Javier_Duarte en Veracruz, 14 periodistas han sido asesinad… http://t.co/27VASP0pfQ	es
339	@raika_94 おっはーなのですっ	ja
340	RT @Alanlapute: je coûte cher à mes parents en vrai	fr
341	"RT @halo1440: 박근혜씨,건국67주년이 아닙니다
이재명 ""대한민국이 상해임정의 법통을 이어받았음은 헌법에 명시
광복70주년이자 건국67주년이라는 대통령의 경축사..동의할 수 없습니다"" https://t.co/oDofn0KG68 http://…"	ko
342	@emarty1999 the dogs name is bullseye	en
343	@harrehftbiebs questions pour un champion je regardais quand j'étais petite c'est bien lol	fr
344	"RT @GingerWildheart: Drums complete. @jaseedwards69 is a fucking work horse. If only everyone had his stamina. 

@MutationProject"	en
345	Andeh!	in
346		
347	RT @MarineLove46: @marie_slay @UnPandaMoqueur @Laura_60600 @27flotee27 @zoe_crn @EmmaSimplement @Flo__00	und
348	kids' music adventure #nwf2015 https://t.co/GvXW0iQG7n	en
349	Imbiiica q é mídia. Gelo infinito... 󾦇󾦇󾦇󾦇󾦇󾦇󾦇󾦇 http://t.co/tlgmCETURk	pt
350	"RT @InformGlorious: Nélson Semedo ao serviço do @SL_Benfica 

2 jogos 
1 golo
180 minutos http://t.co/RIF4EMwctW"	pt
351	RT @Solosforya: RT for Calum dm! Mbf us and RT link https://t.co/kmGlBbP7TE	en
352	"RT @stopsergio10: El Estado español vuelve a quitarse 
la careta de democracia burguesa y enseña su verdadera cara de Estado fascista. http…"	es
353	"RT @soldierofmj: ""michael jackson was gay""
""mj didnt want be black""
""he was a pedo"" http://t.co/y5qJLOnv7e"	en
354	@younggfiji @globaltrapgorl @envybae my nigga you look like shark boy of spy kids lmao shut yo hash slinging slasher nostril ass up	en
355		
356	(قل هو الرحمن آمنا به وعليه توكلنا فستعلمون من هو في ضلال مبين) [الملك:29]	ar
357	RT @davidcarreira: #PrimeiraDama em #Albufeira :) #BusTour #Cornetto http://t.co/eu319svWMM	und
358	Podem dizer o que quiserem mas foi graças ao twitter que os meus ídolos já interagiram comigo. http://t.co/TiQTVCTN8m	pt
359		
360	http://t.co/FU1ftTTk9S	und
361	YES... Pro-White vs Anti-White  https://t.co/Pp8jPMQs6d	en
362		
363		
364	"Nothing in this area is ""stable"""	en
365	Se é justo pelo justo, quem deve a cobrança vem	pt
366	RT @Shmalih230: شنطة هيرمز ب٣٦٠ لطلب واتس اب الرقم في البايو #انا_بكلمتين  #الاتحاد_احد  #دراسه http://t.co/kUEFXSRdLL	ar
367		
368	RT @trvisXX: Pay attention closely this weeks. Don't want u to miss anything. This week la flame fans eat.	en
369	雨と洪水が警報にぱわーあっぷしたぞい	ja
370	RT @FstopGamer: Check out my broadcast from my PlayStation®4! #PS4live  (The Evil Within)  live at http://t.co/V9hmgju84x	en
371	"RT @dancepaigedanc3: ""caitlyn jenner identifying as a woman is insulting""

*blocked/reported*"	en
372	"゜.+ε(・ v9r
会員数400万人もいんのかよｗ
⇒　http://t.co/Yr1A4BJTW7

どの子にするかは登録した後に選んでね。
http://t.co/92SZVDPj4f"	ja
373	@ProjetoDmHelp_ ata brigada	pt
374	RT @SincerelyTumblr: http://t.co/I4Wl7ChE0G	und
375	انا جعان	ar
376	@hotlinemitchell r5 who	en
377	カムイがマクベスにやられた……だと！？エクスカリバークリティカルとかマジか……26章にして、カムイ初撤退。	ja
378	as beats ficaram no freezer #MTVHottest Justin Bieber	en
379	Mi perro ama las películas de acción. ♥♥♥	es
380	@mohorte Sí, por lo menos mi coche lee CDs de datos y puedo meter 5 o 6 en uno, pero las buenas costumbres no se pierden.	es
381	J'ai telllement hate d'avoir fini avc le lycée	fr
382	@ZaharaSA Nice bumping into u... EMONTI	en
383	RT @krystaallynn_: 👐 http://t.co/UxIV4B87DQ	und
384	this is false im happy with my hippie harry. https://t.co/H08LxQD9rY	en
385	@giomika187 @iscolfersmile riuscite in cosa?👼	it
386	Photo: guccipxpi: nikesace: 1-800-trapqueen: Follow me and ask me for a blog rate 💕 nikesace ♛ http://t.co/xQ3QlbqqfV	en
387	"Hi @ShawnMendes How are you? 
Please follow me? 
I LOVE YOU! 
PLEASE? KISS❤ x3"	en
388	@hadesheII Ja, unbedingt. Ganz dringend.	de
389	Number crunching for the past day - 5 new followers and 1 unfollower. Stats via http://t.co/sbtueiDyyq	en
390	(وضرب لنا مثلا ونسي خلقه قال من يحيي العظام وهي رميم) [يس:78] http://t.co/ijheQknr3V	ar
391	RT @maddysargeant: Never thought V would be so stressful😠	en
392	RT @mahmodtolbah: الي بيقعد يدور علي مصلحته علي حساب صداقتنا يدور بالمرة علي صاحب جديد	ar
393	Punched By A Ninja!! Drunk Vlog! @RomanAtwood #myfavoritevlog https://t.co/D6BIZJyZOc	en
394	Foto:  http://t.co/2ymomuCFmU	es
395	@menotapanda @Selefucker infelizmente estamos perdendo ..  #MPN #CABELOSDEALGODÃO	pt
396	¿Cuál es tu mejor característica? - Idk   http://t.co/iTquNaUCBQ	es
397	RT @richardubolubin: В этом году 4,5 млн украинских семей должны получить субсидию - А.Яценюк	ru
398	@azra_damla368 tesekkur ederim tatlim sende oylesin ☺️	tr
399	RT @misticfly: Vinte e um #MPN #CABELOSDEALGODÃO	pt
400	@followevoli it's your piece de resistance	en
401	@MOOKlEBETTS @i_bern_em @CordLehman @Ctolisano sike	no
402	Tvle jsou tu kapky jak něco. Konečně taky pořádně zaprší.	sk
403	RT @sassyme96: Sabes aqueles textos de 30 linhas que metes como descrição das tuas fotos? Ninguém lê	pt
404	Nexus 7 from Google (7-Inch, 16 GB, bundle) by ASUS Tablet / parts or repair - Full read b… http://t.co/TRirBdoq6H http://t.co/98JXRjNW6Y	en
405	@xlindseys REAL LINDSEY SHAKJING	in
406	@joecarvalhooo shoutout to the best commentator http://t.co/D0pFlndQe7	en
407	RT @Tha5SOSFamily: 3 hours! Who's excited? #TeenChoiceAwards	en
408	this!!!!  https://t.co/FxJiVFGdxC	en
409	인생 노답...	ko
410	Aslında nefret edilmek için birebirsin ama nedense ben seni sadece fazlasıyla özlüyorum	tr
411	mannynaomi : 出勤🚗今日も綺麗な景色です。 @ North Shore, Haleiwa, Oahu https://t.co/H25VT9B09X (via Twi… http://t.co/P4iaGa7kdS) http://t.co/U9UXF5QRqf	ja
412		
413		
414		
415		
416		
417		
418		
419		
420		
421	RT @Bookings4HBTurk: @HotBoyTurk32  - I Remember (Official Video) FT.@SyAriDaKid : http://t.co/7FNHvhZW01	en
422	RT @hudu1435: العابرون في حياتنا كُثر لكن أصحاب البصمات عُمله نادره	ar
423	@Sonicsuperfan54 ah.	und
424	OMG thank god I never made it downstairs I forgot to hide my tattoo😂😂😊	en
425	@58_alvarez o en el trabajo lol	es
426	@BasketHiroto91 転がってるピンポン玉見たらお腹すいてきたーぁーぁー！	ja
427	@erinftbands not totally 😇	en
428	"RT @ProyectoAyudaJB: Muchos suben sus edits de WDYM a Twitter, súbanlos a Fahlo, ahí los ve Team Bieber o Justin.
El mío da pena ajena 😂 ht…"	es
429	大雨洪水まじか	ja
430	кто-то мерзнет, пока кто-то счастлив	ru
431	RT @edwardoroloxen: Эстония выдаст Украине своего гражданина, воевавшего на Донбассе на стороне боевиков	ru
432	Life is hard apart.. It will only get harder tho in later year.. I know we will be okay.. Because we were meant for each other	en
433	RT @Amandine_Choux: J'ai hate d'être a la rentrer juste pour voir tout mes potes !	fr
434	RT @Dodgers: Zack Greinke gives the #Dodgers a 2-1 lead with his own solo shot!!! #LetsGoDodgers!!	en
435	RT @kiana_loustau: @carlymoorcroft_ they could tazer or even shoot him in the leg but no they shot him multiple times including the fucking…	en
436	RT @umi_no_yeah: http://t.co/3xOEsZ2rGS	und
437	"@You_spade 
まだ仲いいほうだと私も思ってる｡ﾟ( ﾟ＾ω＾ﾟ)ﾟ｡"	ja
438	Saltó la térmica en la casa de la hermana de Yamil, tal como la otra vez pasó en lo de Lucas. Mi suerte.	es
439	"┊@zaynmalik You sure don't
┊work with NASA... But can
┊you make it your mission to
┊give me a follow? It'd mean
☆ the world to me! x 174,247"	en
440	RT @omnia_zain77: صوتك بس اللي ناقصني .	ar
441	What's the scope and limitations of the wearable technology field? @ASSISTCenter. #assistatmagic #batteryless	en
442	"dear @Harry_Styles you're so amazing, so kind, so beautiful, I’m so lucky to have you in my life.
Mind following me?⋆*
All the love x
30,052"	en
443	"x77x ffney
#MTVHottest Britney Spears"	de
444	RT @JaneenVovak: http://t.co/hv7a9OCa7H money making forum	en
445	The border wall Donald Trump wants (mostly) exists. . . . . . . . . . . . . . . . . . . . . . . . . . . ... http://t.co/nPGVB13E9R #tcot	en
446	RT @OptaJean: 2005/06 - Paris have won their opening two games in Ligue 1 for the first time since 2005/06. Takeoff.	en
447	Ama biz bilici cok sevdik arkadaşlar 😂😂 tövbe estağfurullah	tr
448	RT @petrossgardelis: γνωστές οι εικόνες ναζιστών που έτρεχαν στα δάση μιλώντας με τα πνεύματα δοξάζοντας τη μάνα γη @Katselos @kanekos69	el
449	أطعمة تساعد على فقدان الوزن وعلاج الأمراض بسرعة هائلة http://t.co/k8Qb9vBCbj	ar
450	Caio Castro ❤❤❤❤❤❤❤❤	pt
451	RT @_The_Coldness_: Benfica é mesmo isso👊⭐ https://t.co/kKDqjwFSM9	pt
452	@ClaraJunman baby I'm on it with ya	en
453	@LucysCondaDont Laito slid his tongue along her collarbone once, right to left. He trailed a line of kisses to the left side of her neck »	en
454	"#TrailerOficialCDE 
Vayan a verlo😈💥💕
👉🏼http://t.co/I68k2wNbiW👈🏼
@ElJuanpaZurita @SoyRix @jucaviapri x154 #ZuritaA500k http://t.co/TT832BA9Dd"	es
455	(وما يذكرون إلا أن يشاء الله هو أهل التقوى وأهل المغفرة) [المدثر:56] http://t.co/VmZjv5AObg	ar
456	How to Use Video Storytelling in Your #SocialMedia Marketing http://t.co/hm6RQZe01o http://t.co/XUmOhB8Bam	en
457	#Attix WordPress theme #corporate #WP theme http://t.co/WDRlTVEH5K #goodstuff	en
458	RT @katiechonacas: Motown Gratitude A Legacy Of Love http://t.co/jjJiHH0d2i via @HuffPostArts #chonacas	en
459	@PilarLuelMercha @MinutoNavarra busca la bandera.... http://t.co/FUnalS8WMu	es
460		
461		
462		
463		
464		
465		
466	起きたらLIQUID　VS　TSMやってるとか神か	ja
467	それにしてもこの連休はハードすぎ。なんでこんな予定入れたんだろうって振り返る連休最終日。	ja
468	RT @justinbieber: Yep. 12 days to go. @rudymancuso what do you mean? Lol http://t.co/wrzbAQb952	en
469	RT @OrongohGoblog: SAKECLAK CAI MATA AING, SAJUTA OMONGAN SIA NU ANGGEUR EUWEUH BUKTINA. SELAMAT MALAM PARA PECUNDANG.	in
470	"RT @3ydmx7jkqtfl: ヤベぇｗｗ
モンハン好きは絶対にハマる
無料神アプリ♪

→http://t.co/YbUH2bu59f

本気でクオリティ高すぎｗ http://t.co/pvQXcvtQsu"	ja
471	天下布武。テンカフブ。	ja
472	"RT @CommonBlackGirI: Them: ""_____ doesn't like you"" 

me: http://t.co/n07imnej4n"	en
473	"-Все будет нормально) 
-Нет, я выплюну позвоночник такими темпами *только Люба может так сказать)"	ru
474	【呟き】ﾌｯﾊｧ?	ja
475	@e_spurs_turkey nazar var nazar :/	tr
476	....een sprong in het duister om te mogen vallen in het licht....d. Dimitri Verhulst	nl
477	Todo lo que me rodea lo controla el dinero.🎶	es
478	why is everything coming on at 8	en
479	#Bonus #Baseball #boston  this afternoon as #Redsox go into 12th with #Mariners 👍🏻⚾️⚾️😎	en
480	Miami Police Union Slams Woman Who Posted Video of Cop Punching a Handcuffed Man http://t.co/ffD5ZGOsaS	en
481	RT @To_dreaming_boy: 어두워진 길 위에 혼자뿐이라도 얼어붙은 세상이 등 돌린다 해도 그대 그대 오 그대 난 항상 그대에게 있어요. @BTS_twt http://t.co/hJThfA4Vri	ko
482	@tomlisonfuck okej, mam nadzieję że już w porządku, nienawidzę patrzeć jak ktoś jest smutny :(	pl
483	maybe I'll do Niall too (:  https://t.co/J153qNpckF	en
484	@RaajPatel98  https://t.co/kjMnx046zU	und
485	@_oksophia_ 👀	und
486	(واتل ما أوحي إليك من كتاب ربك لا مبدل لكلماته ولن تجد من دونه ملتحدا) [الكهف:27] http://t.co/0zrQlT6ZC3	ar
487	RT @troublestripped: 🍇 @faIloutgirIs 🍇 http://t.co/zSXBTW4RKy	und
488	Changes in business models, steep competition make risk management difficult for enterprises: R ... #Antivirus #Norton #Malware #Trojan #Sp…	en
489	@_beeeeeth montes la haut on va baiser comme des lapins lol big lol mort de rire pfiiiou 😭😭😭 je pense que tu vas devoir me lever 💥	fr
490		
491	RT @NormaniKordei: #1989 💙 http://t.co/2mTgsr5T0a	und
492	RT @PLLtumblrposts: cece's google searches http://t.co/UohYtApURF	en
493	(وضرب لنا مثلا ونسي خلقه قال من يحيي العظام وهي رميم) [يس:78] http://t.co/zSnsxj7xl3	ar
494		
495	JAJAJJAJAJAJAJAJAJAJAJAJA 👇👇👇 https://t.co/4Bdrulu65y	es
496	RT @naturinaughton: Nooo not my Shawn!! 😞👿#PowerFinale	en
